DEP ID,DEP AD,"Last PT SID /
SID ID",DCT DEP PT,DEP FPL Options,"DEP Time
Applicability","DEP Operational
Goal",DEP Remarks,NAS / FAB,"Release
Date"
LZ5504,LZIB,TOVKA,,"ONLY AVBL AND COMPULSORY FOR TFC
crossing border between LZ-LO",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5503,LZIB,NIT,,"ONLY AVBL FOR TFC
1. via LZBBEAST and then EP
This traffic shall file via 
NIT R23 NIDOK
2. via LZBBEAST and then EP/UK/LHCCEAST/LHCCNORTH
This traffic shall file via
NIT A42 TURIS
3. ARR LZ
This traffic shall file via
(TURIS, NIDOK, BERVA)
4. With RFL below FL135 in LZBBFIR
------
COMPULSORY FOR TFC
 via LHCCEAST
This traffic shall file
NIT M748 ERGOM
except via TURIS",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5502,LZIB,BERVA,,"ONLY AVBL FOR TFC
1. via LK
2. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5505,LZIB,TABIN,,"ONLY AVBL FOR TFC
1. ARR LHBP/KE/TL
This traffic shall file
TABIN Q350 ANEXA
2. With RFL below FL135 in LZBBFIR
------
COMPULSORY FOR TFC
ARR LHBP/KE/TL",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5507,LZPP,BERVA,,"ONLY AVBL FOR TFC
1. via LK
2. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5510,LZZI,RUTKI,,"ONLY AVBL FOR TFC
via RUTKI P27 MOCON",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5512,LZTT,MARKA,,"ONLY AVBL FOR TFC
1. via MARKA R232 KSC
2. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5511,LZTT,EPEDA,,"ONLY AVBL FOR TFC
1. via EPEDA R53 TIVON
2. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5513,LZTT,UMARY,,"ONLY AVBL FOR TFC
1. via UMARY P27 MOCON
2. via UMARY M66 LIPTY
3. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5514,LZTT,UDREL,,"ONLY AVBL FOR TFC
via UDREL P27 MALBE",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5515,LZTT,ORLAN,,"ONLY AVBL FOR TFC
via ORLAN R53 LENOV",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5516,LZKZ,TAKOS,,"NOT AVBL FOR TFC
via LHCCEAST, LHCCNORTH, EPWWFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5517,LZKZ,MARKA,,"ONLY AVBL FOR TFC
1. via MARKA R232 PPD 
2. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5518,LHBP,LITKU,,"ONLY AVBL FOR TFC
LITKU Y301 KALIF",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5519,LHBP,BADOV,,"ONLY AVBL FOR TFC
1. via KATQA, MAVOR
2. via BADOV dct TEKVI dct MOMEP for traffic with RFL above FL245
3. ARR LZ*",H24,FRA connecting route,,LZ,04 JAN 2023
LZ5521,LOWW,ADAMA,,"ONLY AVBL FOR TFC
1. via ADAMA Z648 VEDER
2. via ADAMA Z647 ANEXA",H24,FRA connecting route,,LZ,04 JAN 2023
LK5536,LKPR,ARTUP,,"COMPULSORY FOR TFC
via BEFRE, TOMTI, LAGAR",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LK5545,LKKB/VO,,ARTUP,"COMPULSORY FOR TFC
via BEFRE, TOMTI, LAGAR",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LK5539,LKPR,DOBEN,,"COMPULSORY FOR TFC
via RUDAP, NIRGO",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LK5542,LKKB/VO,,DOBEN,"COMPULSORY FOR TFC
via RUDAP, NIRGO",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
LK5556,LKPD/CV,BEKVI,,"ONLY AVBL FOR TFC
1. via BEKVI DCT OKL DCT BALTU DCT DONAD
2. via BEKVI DCT OKL DCT DOBEN
3. via BEKVI DCT OKL DCT BALTU
a. ARR LKKV
b. BALTU L984
4. ARR PRAGUE_GROUP, TMAPRVFR_GROUP
------
COMPULSORY FOR TFC
via RUDAP, NIRGO, OKG, RAPET, VARIK",H24,"FRA connecting route
To force traffic on correct DEP route",,LK,04 JAN 2023
LF5859,LFBG,"POI, VELIN, BMC",LMG,"COMPULSORY FOR TFC
via LFFRASW
------
NOT AVBL FOR TFC
via LFFRASW except
1. via POI DCT PEPAX
2. via LMG
3. via VELIN DCT SECHE
4. via BMC DCT VAVIX DCT BTZ [DCT/R10] URUNA
5. via BMC DCT VAVIX DCT NETUK
6. via VELIN DCT MIRBA with flt-type(M,X)",H24,"Airport connectivity
for OAT<->GAT planning, Ref Loc) LFFRASW
----
to organize DEP in LFBBUBDX
for OAT<->GAT planning, Ref Loc) LFFRASW","FRA rule
6. for GAT->OAT planning
In CACD define as per Annex3B:
VAVIX DCT BTZ: MEA-UNL
Other DCTs: FL195-UNL",LF,17 JUL 2022
LF5861,LFBM,ENSAC,"SAU, AUCHE, BTZ","COMPULSORY FOR TFC
Via LFFRASW
------
NOT AVBL FOR TFC
via LFFRASW except
1. via ENSAC B19 VAVIX DCT CNA
2. via ENSAC B19 VAVIX DCT POI
3. via ENSAC B19 VAVIX DCT ADABI DCT BOKNO
4. via ENSAC B19 VAVIX DCT TUDRA DCT BEVOL
5. via SAU DCT UVELI DCT LMG
6. via AUCHE G17 AGN DCT ANETO
7. via AUCHE G5 TOU DCT LOMRA DCT ROCAN
8. via AUCHE G5 TOU DCT GAI
9. via BTZ DCT NETUK
10. via BTZ DCT URUNA
11. via ENSAC B19 VAVIX DCT DIRAX with flt-type(M,X)
12. via AUCHE DCT BUROX with flt-type(M,X)",H24,"Airport connectivity
for OAT<->GAT planning, Ref Loc= LFFRASW
----
to organize DEP in  LFFRASW
for OAT<->GAT planning, Ref Loc= LFFRASW","FRA rule
11, 12: for GAT->OAT planning
In CACD define as per Annex3B
TOU DCT LOMRA, TOU DCT GAI, SAU DCT UVELI: FL145-UNL
Other DCTs: FL195-UNL",LF,17 JUL 2022
EB5517,EBAW,"NIK, SONDI, GILOM",,"COMPULSORY FOR TFC
with-rfl-above FL065",H24,Traffic shall use SIDs and STARs where available.,,EB,03 MAY 2022
EG5786,EGTK,,CONKO,"COMPULSORY FOR TFC
DEP EGTK
With RFL above FL105
Via EGTT23BRS
Except via CPT",H24,To enforce standard routings and ensure correct FDP.,,EG,08 FEB 2023
LL5507,LLIB,,BARZI,,H24,To facilitate flight planning for departure.,,LL,10 MAY 2022
LL5509,LLNV,,"MZD,SOKET",,H24,To facilitate flight planning for departure.,,LL,10 MAY 2022
LL5512,LLRM,,JIRAF,,H24,To facilitate flight planning for departure.,,LL,10 MAY 2022
LL5513,LLHB,,RAHAT,,H24,To facilitate flight planning for departure.,,LL,10 MAY 2022
LL5514,LLHA,,GALIM,,H24,To facilitate flight planning for departure.,,LL,10 MAY 2022
LE5641,LEMG,SVL,,"COMPULSORY FOR TFC
ARR LEZL",H24,Traffic allocation within Sevilla TMA,,LE,11 MAY 2022
EF5504,EFHF,,RENKU,"ONLY AVBL FOR TFC
ARR EETN",H24,airport connectivity,,EF,11 MAY 2022
EF5518,EFHK,RENKU,,"ONLY AVBL FOR TFC
ARR EETN",H24,airport connectivity,,EF,11 MAY 2022
EF5519,EFHK,,"ADIVO,ARVEP,IDEPI,KUVEM,NEPEK,
NUNTO,RENKU,TEVRU","ONLY AVBL FOR TFC
With RFL below FL095",H24,airport connectivity,,EF,11 MAY 2022
EF5547,EFJY,,"ADEDO,EROKU,ERTOP,LUMME,RERGA,XELMA",,H24,airport connectivity,,EF,11 MAY 2022
EF5534,EFTP,,"ARBEV,ENETI,EVLIT,GEMKU,NEBAB,NISVI,UVEMO,XORMU",,H24,airport connectivity,,EF,11 MAY 2022
EF5559,EFKU,,"ASTUX,ATLUL,ETENA,NISPO,UGLUM",,H24,airport connectivity,,EF,11 MAY 2022
EF5543,EFET,,"DOPUD,EXUTI",,H24,airport connectivity,,EF,11 MAY 2022
EF5545,EFHA,,"ARBEV,ERTOP,IBOSU,OTLUD",,H24,airport connectivity,,EF,11 MAY 2022
EF5536,EFIV,,"LUSAG,NEKUX,SOTIT",,H24,airport connectivity,,EF,11 MAY 2022
EF5555,EFJO,,"ETENA,RISEV,UVOVO",,H24,airport connectivity,,EF,11 MAY 2022
EF5557,EFKT,,"AMULU,EXUTI,TUGPU,XETMU",,H24,airport connectivity,,EF,11 MAY 2022
EF5538,EFMA,,"EBEBU,OGLOB,SOTUP",,H24,airport connectivity,,EF,11 MAY 2022
EF5561,EFMI,,"REBGO,UXEGA,VAVED",,H24,airport connectivity,,EF,11 MAY 2022
EF5558,EFSA,,"ABMAX,ASPEM,RIVUM",,H24,airport connectivity,,EF,11 MAY 2022
EF5529,EFSI,,"AMASU,GISUX,VABUB",,H24,airport connectivity,,EF,11 MAY 2022
EF5530,EFTU,,"EMPOM,IPMOT,LIVLU,NIRPU,OTKIL,UPAPU,UVOPA",,H24,airport connectivity,,EF,11 MAY 2022
EF5532,EFVA,,"AXUTI,BEGSU,BUPEG,GUBTU,RERBU,SUBUG,UVATI",,H24,airport connectivity,,EF,11 MAY 2022
EF5546,EFKK,,"ATPEL,BAPTU,EMDUR,GIDKI,NESUK, VAXUN",,H24,airport connectivity,,EF,11 MAY 2022
EF5556,EFKI,,"ETROD,EVRIG,UBIGA, ODRUB",,H24,airport connectivity,,EF,11 MAY 2022
EF5560,EFKS,,"BEVNA,IBEVU, OBISO",,H24,airport connectivity,,EF,11 MAY 2022
EF5535,EFLP,,"ADSEB,ARLOM,ERKOM,SIGGE",,H24,airport connectivity,,EF,11 MAY 2022
EF5548,EFPO,,"IDNIS,OSDIL,ROGTU,UMSES,XORMU,NIFOT,KEFFA",,H24,airport connectivity,,EF,11 MAY 2022
EF5537,EFRO,,"IBSAN,NEMGU,NEPIX,OLNOP,RENVI,ROTKO,ARFUT,MARXO",,H24,airport connectivity,,EF,11 MAY 2022
EF5531,EFUT,,"ARLOM, NAXEP, OTKAP, VEHUF, VEPIN",,H24,airport connectivity,,EF,11 MAY 2022
EF5562,EFHK,"ADIVO, ARVEP, IDEPI, KOIVU, KUVEM, NEPEK, NUNTO, RENKU, TEVRU, VALOX",,"COMPULSORY FOR TFC
with RFL above FL095 in EF",H24,airport connectivity,,EF,11 MAY 2022
LF7080,"LFCB, LFIM",,"AUCHE, LMB",,H24,Airport connectivity,,LF,19 MAY 2022
LF7082,"LFCO, LFDT",,"ORTEZ, LMB",,H24,Airport connectivity,,LF,19 MAY 2022
LF7084,LFID,,LMB,,H24,Airport connectivity,,LF,16 JUN 2022
EK5529,EKCH,BETUD,,"ONLY AVBL FOR TFC
via ESAAFIR",H24,To force traffic onto the correct SID,,EK,16 MAY 2022
LE5767,LEMD,NANDO,,"NOT AVBL FOR TFC
via RBO, SIE",H24,"To avoid dangerous turns. These traffic should file RBO, SIE SIDs",,LE,27 MAY 2022
LF5765,LFBL,"LARON, MAKOX, NORON, BALAN","MAKOX, NORON, LARON","COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via NORON R10 VELIN DCT OSMOB DCT VAVIX DCT BTZ [DCT/R10] URUNA
2. via NORON R10 VELIN DCT OSMOB DCT VAVIX DCT NETUK
3. via MAKOX DCT NARAK DCT GAI
4. via MAKOX DCT PIMQO DCT AGN DCT ANETO
5. via LARON DCT KUKOR DCT ENUPA
6. via LARON DCT VALKU DCT LABAL
7. via LARON DCT VALKU DCT TIS
8. via LARON DCT VALKU DCT LERGA
9. via BALAN DCT BOKNO",H24,"Airport connectivity
---
To organize DEP in LFBBUBDX","Other SID only available below FL195 in LFBBFIR
FRA Rule
In CACD define as per Annex3B:
VALKU DCT LERGA, VAVIX DCT BTZ : MEA-UNL
MAKOX DCT NARAK, MAKOX DCT PIMQO, VELIN DCT OSMOB: FL145-UNL
Other DCTs: FL195-UNL",LF,12 AUG 2022
LF5767,LFBU,"CNA, LMG",,"COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via CNA DCT MANAK
2. via CNA DCT TUPAR
3. via CNA DCT GALOF
4. via CNA DCT POI DCT PEPAX
5. via CNA DCT ADABI DCT BOKNO
6. via CNA DCT TUDRA DCT BEVOL
7. via CNA DCT VAVIX DCT BTZ [DCT/R10] URUNA
8. via CNA DCT VAVIX DCT NETUK
9. via LMG DCT BEBIX DCT GUERE
10. via LMG DCT BEBIX DCT VALKU DCT TIS
11. via LMG DCT BEBIX DCT VALKU DCT LABAL
12. via LMG DCT BEBIX DCT VALKU DCT LERGA
13. via LMG DCT MAKOX DCT NARAK DCT GAI 
14. via LMG DCT PIMQO DCT AGN DCT ANETO",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","Other SID only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
VALKU DCT LERGA, VAVIX DCT BTZ: MEA -UNL
Other DCTs: FL195-UNL",LF,12 AUG 2022
LF7088,LFBL,,"PERIG, NORON, MAKOX, LARON",,H24,Airport connectivity - for non RNAV traffic,,LF,12 AUG 2022
LF7089,LFBL,,GUSON,"ONLY AVBL FOR TFC
ARR LFLX",H24,Airport connectivity,,LF,12 AUG 2022
LF7090,LFBL,,LMG,"ONLY AVBL FOR TFC
ARR LFBU",H24,Airport connectivity,,LF,12 AUG 2022
EI5537,EIDW,,BOFUM,,H24,To enable CAT A & B connectivity from EIDW to BOFUM,,EI,25 MAY 2022
LE5603,LEAL,ASTRO,,"NOT AVBL FOR TFC

1. via NANDO/XEBAR/CATON Above FL245 at ASTRO
2.via LASPO, SERRA, VLC",H24,"To allocate correctly departing traffic.
Profile restriction, to keep the traffic within Valencia TMA vertical limits",,LE,26 MAY 2022
EG5731,EGSS,DET2D,,"NOT AVBL FOR TFC
VIA LYD",H24,This traffic shall file via the DET2R/DET2S SIDs,,EG,17 JUN 2022
EG5571,EGLC,SOQQA,,"ONLY AVBL FOR TFC
Type (D1, D2, D3 D4, O1, O2, O3 ,O4) equipped
------
COMPULSORY FOR TFC
DEP EGLC
Type (D1, D2, D3 D4, O1, O2, O3 ,O4) equipped
Via DVR",H24,"The SOQQA SID is only available for RNAV1 and RNP1 equipped flights. 
------------------------------
To force RNAV1 traffic to file the correct SID.",,EG,17 JUL 2022
ES5504,ESSSA / ESSB,TRS,,"NOT AVBL FOR TFC
WITH RFL Above FL095
DEP ESSA / SB 
Except 
a. DEP SB via TRS M607 ARMOD 
b. DEP ESSB via TRS M996 ROGMI",H24,"To facilitate correct DEP traffic flow.
Stockholm TMA
To reduce complexity over TRS .
This traffic may file
1. BABAP and then according to ES5501
2. NOSLI and then according to ES5516",,"ES, NM",04 JUN 2022
EH5506,EHBK,,NOWIK,"ONLY AVBL FOR TFC
flt-type(X)",H24,To facilitate local training flights,,EH,05 JUN 2022
EG5780,EGKK,SFD,,"NOT AVBL FOR TFC
Via SAM",H24,This traffic shall file via the SAM/NOVMA/IMVUR SIDs.,,EG,07 JUN 2022
LE5737,LELC,,MITOS,,H24,"No SID available for:
a. via MITOS, expect ATC instructions",,LE,17 JUN 2022
LK5561,LKTB/KU,UPLAV,,"NOT AVBL FOR TFC
via LZBBFIR
except
via MAKAL
------
COMPULSORY FOR TFC
via REGLI, BAVOK, PADKA, NETIR, MAKAL",H24,To force traffic on correct DEP route,,LK,04 JAN 2023
ED5528,EDFH,,SOMIM,"ONLY AVBL FOR TFC
ARR EDDF",H24,to enable CP EDFH - EDDF to file SOMIM DCT RAMOB for UNOKO STAR intercept,,ED,16 JUN 2022
ED5575,EDDM,EVIVA,,"NOT AVBL FOR TFC
ENG-TYPE (Jet)",H24,To force departing traffic onto correct SID,,ED,16 JUN 2022
ED5592,EDDL,LMA,,"ONLY AVBL FOR TFC
ARR EDLN",H24,To force departing traffic onto correct SID,,ED,16 JUN 2022
LF5702,LFML,SOSUR/TINOT,,"COMPULSORY FOR TFC
VIA BALEN",H24,"Flow organization
SOSUR SID available only in case of military activity, see LF7092",,LF,17 JUL 2022
LF7095,LFSL,,"LAVRA, MAKOX, PERIG, XERAK",,H24,Airport connectivity,,LF,12 AUG 2022
LF5794,LFBA,"PERIG, AGN","PERIG, SECHE, GAI, AGN","COMPULSORY FOR TFC
via LFBBUBDX
------
NOT AVBL FOR TFC
via LFBBUBDX except
1. via SECHE DCT UVELI DCT CNA DCT TUPAR
2. via SECHE DCT UVELI DCT CNA DCT MANAK
3. via SECHE DCT UVELI DCT CNA DCT GALOF
4. via PERIG DCT LMG DCT BEBIX DCT GUERE DCT KUKOR [DCT/G21] ENUPA
5. via PERIG DCT POI
6. via PERIG DCT ADABI DCT BOKNO
7. via PERIG DCT DIBAG DCT TUDRA DCT BEVOL
8. via AGN DCT LATEK
9. via AGN DCT MAQAB DCT TIVLI
10. via AGN DCT ANETO
11. via AGN DCT TOU DCT LOMRA DCT ROCAN
12. via GAI DCT MEN DCT NINUN
13. via GAI DCT DEGOL DCT FJR
14. via GAI DCT PPG A27 KANIG  with ARR LEGE",H24,"Airport connectivity
----
to organize DEP in LFBBUBDX","FRA rule
In CACD define as per Annex3B:
SECHE DCT UVELI : MEA-UNL
Other DCTs: FL195-UNL",LF,12 AUG 2022
LF7096,LFBA,,"PERIG, SECHE, GAI, AGN, LACOU",,H24,Airport connectivity,,LF,12 AUG 2022
EG5789,EGHQ,,DAWLY,"COMPULSORY FOR TFC
DEP EGHQ
Via (BEGTO, OTMET)",H24,"To ensure correct FDP and reflect operational procedures, EGHQ departures routeing via N17 OTMET shall join the ATS route structure at DAWLY.",,EG,17 JUL 2022
EP5504,EPKK,,KAX,"ONLY AVBL FOR TFC
ARR EPKT",H24,"To allow shorter connection in FPL.
Not to force usage of SID/STAR procedures for flights within the same TMA.",,EP,08 JUL 2022
EP5512,EPKT,,BALOS,"ONLY AVBL FOR TFC
ARR EPKK",H24,"To allow shorter connection in FPL.
Not to force usage of SID/STAR procedures for flights within the same TMA.",,EP,08 JUL 2022
EP5506,EPLL,,XALUR,"ONLY AVBL FOR TFC
ARR EPMO / WA",H24,To allow shorter connection in FPL.,,EP,08 JUL 2022
EP5521,EPBY,,"GOBNI,INTUN,LUXUD",,H24,To allow shorter connection in FPL.,,EP,08 JUL 2022
EP5518,EPZG,,KELOD,,H24,To allow shorter connection in FPL.,,EP,08 JUL 2022
EP5500,EPMO,,MULZA,"ONLY AVBL FOR TFC
ARR EPWA",H24,"To allow shorter connection in FPL.
Not to force usage of SID/STAR procedures for flights within the same TMA.",,EP,08 JUL 2022
EP5501,EPWA,,MULZA,"ONLY AVBL FOR TFC
ARR EPMO",H24,"To allow shorter connection in FPL.
Not to force usage of SID/STAR procedures for flights within the same TMA.",,EP,08 JUL 2022
LF7102,LFSB,,HW804,"ONLY AVBL FOR TFC
eng-type helicopter",H24,To provide connection between LFSB and LFN,,LF,17 JUL 2022
ED5573,EDDM,ALG,,"COMPULSORY FOR TFC
Via UMTEX above FL245
except when ALG Y109 ROREM between FL095..FL245 is not available","MON..THU 22:30 (21:30)..07:00 (06:00)
FRI  16:00  (15:00)..MON 07:00 (06:00)
 During legal holiday","To force traffic onto correct SID
Outside these times file SID MERSI Y100",,ED,12 JUL 2022
EG5785,EGAE,,BLACA,"ONLY AVBL FOR TFC
ARR EGNV
Via BLACA DCT SHAPP",H24,To enable expeditious routing inbound to EGNV. ,,EG,17 JUL 2022
EG5666,EGNC,,POL,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5675,EGPI,TEVRU,"GOW,RIMOL,STN",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5641,EGNJ,,UMBAG,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5638,EGPD,,RIMOL,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5645,EGPL,,"BRUCE,RIMOL,
TOBMO",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5644,EGPN,,RIMOL,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5685,EGMC,,"CLN,DET,EVNAS",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5660,EGDR,,DAWLY,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5629,EGEO,,TRN,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5642,EGHL,,"CPT,GWC,HAZEL",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5690,EGHO,,BCN,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5628,EGKB,,DET,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5668,EGNE,,"BANEM,CLN",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5652,EGNO,,DCS,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5649,EGNS,,"DCS,BLACA,IOM,KELLY,SLYDA,VANIN",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5639,EGPA,,"FORTY,SUM",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5671,EGPB,,"BEREP,KOKAL,ORVIK",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5654,EGPC,,"BAMRA,BEREP,
GONUT,FORTY",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5663,EGPE,,"AND,BEN,GRICE,
PTH",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5650,EGPO,,"AKIVO,BILLY,
KOKAL,ORSUM",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5693,EGPR,,BRUCE,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5627,EGQS,,"FINDO,GRICE,PTH",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5622,EGTC,,"BPK,DTY,WCO",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5647,EGTD,,"CPT,GWC,HAZEL",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5655,EGTF,,"CPT,GWC,HAZEL",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5624,EGUL,,"NALAX,OTBED",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5676,EGUN,,"NALAX,OTBED",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5702,EGVO,,"CPT,GWC,HAZEL",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5643,EGXJ,,POL,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5658,EGYD,,CLN,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5598,EGSC,,EBOTO / ADNAM,,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5670,EGSH,,"BKY,LESTA,OTBED,TNT,EBOTO",,H24,To reflect operational procedures and ensure correct FDP.,,EG,20 JUL 2022
EG5732,EGPF,CLYDE,CLYDE,"NOT AVBL FOR TFC
VIA GOREV / TINAC / VAXIT",H24,To ensure correct departure route are flight planned,,EG,20 JUL 2022
EGLF5500,EGJA,,"AGANO, MINQI, ORIST, ORTAC, ORVAL, SKERY, TUNIT",,H24,To enable/enforce correct departure routeings,,"EG, LF",20 JUL 2022
EGLF5501,EGJA,,LERAK,"NOT AVBL FOR TFC
Except via DIN, UPALO, BADUR",H24,To enable/enforce correct departure routeings,,"EG, LF",20 JUL 2022
LF7106,LFBE,,SAU,"NOT AVBL FOR TFC
with RFL above FL195 in LF
except via OSMOB",H24,To organize DEP in LFBBUBDX,,LF,12 AUG 2022
LF7107,"LFCN, LFDA",,LMB,,H24,Airport connectivity,,LF,10 SEP 2022
LP5505,LPCR,,VFL,,H24," No SID available, expect ATC instructions ",,LP,28 JUL 2022
LP5502,LPFL,,"LADOX,VFL",,H24," No SID available, expect ATC instructions ",,LP,28 JUL 2022
LP5503,LPPD,,"ADSOL,MIPRU,SOMUL,TIMTO,UPIXA,VSM",,H24,To facilitate correct DEP traffic flow,,LP,28 JUL 2022
LE5649,LEMO,"SANTA,HIJ,ALCOL,CLANA,VJF,MGA",,"ONLY AVBL FOR TFC
Type M",H24,To allow connectivity options to military traffics,,LE,28 JUL 2022
LE5664,LETO,"KAMPO,NVS,TLD,BAN",,"ONLY AVBL FOR TFC
Type M",H24,To allow connectivity options to military traffics,,LE,28 JUL 2022
EG5689,EGHI,,DAWLY,,H24,To reflect operational procedures and ensure correct FDP.,,EG,28 JUL 2022
LI5539,LICZ,,"COBBA,ERNAM,LIBRO,NELDA,PAL,PEKOD,PIMOR,SIG",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5547,LIRS,,LOMED,,H24,connectivity between  MIL airport and network ,,LI,28 JUL 2022
LI5536,LIPS,,"NAXAV,BOA,CHI,LUMAV,LOMED,TIBRO,VIC",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5558,LIPC,,"ANC,BOA,CHI,LUMAV,LOMED",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5555,LIMS,,"GEN,KALMO,LUPOS,OSBUL,VOG",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5544,LIPA,,"NAXAV,CHI,RASUG,RISOM,RON,ROSKA,VIC",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5540,LIPI,,"NAXAV,CHI,RON,VIC",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5556,LIPL,,"ADOSA,BOA,LUMAV,LUPOS,OSBUL,TZO",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5557,LIBA,,"ERPOG,EKTOL,TOPNO,UVOKA,VIE",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5541,LIED,,"ALG,CAR,KOVAS,RAMEN,TABOT",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5542,LIMN,,"SRN,TOP,VOG",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5550,LIRE,,"ELVIN,ESINO,LAT,PEMAR,RIFFI,TEA",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5552,LIRG,,"PEMAR,SIPRO",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5523,LIRL,,"LAT,OST,PEMAR,PNZ,RIFFI,TEA",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5546,LIRM,,"LAT,PNZ,SOR,TEA",,H24,connectivity between MIL airport and network,,LI,28 JUL 2022
LI5543,LIBN,,"GEMVI,GRT,KAPPO, LATAN,TIGRA",,H24,connectivity between MIL airport and network,,LI,29 JUL 2022
GC5547,GCLP,REMGI,,"ONLY AVBL FOR TFC
via CABEL, CABOJ, BIPET
------
NOT AVBL FOR TFC
ARR L***, E***, U***",H24,	To facilitate correct DEP traffic flow,"Connecting point subject to GCD79C, GCD79E, GCD79N and GCD79T activity",GC,05 AUG 2022
