Restriction Id,Flow Routing Element Type,Flow Routing Element Id From,Flow Routing Element Id To,Flow Routing Element Id,Lower Vertical Limit,Upper Vertical Limit,FRA Point Type
GMACLP500A,PT,NULL,NULL,BAROK,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,BARUG,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,BARUK,NULL,NULL,I
NEBO500A,PT,NULL,NULL,BARUX,NULL,NULL,EX
LELE500D,PT,NULL,NULL,BASIM,NULL,NULL,EX
LI100A,PT,NULL,NULL,BASIP,NULL,NULL,I
UGUD100A,PT,NULL,NULL,BASKA,NULL,NULL,I
YX100A,PT,NULL,NULL,BATAK,NULL,NULL,I
LE100A,PT,NULL,NULL,BAVER,NULL,NULL,I
LELE500D,PT,NULL,NULL,BEDAL,NULL,NULL,EX
EIEGGX500A,PT,NULL,NULL,BEDRA,NULL,NULL,EX
LFLS500A,PT,NULL,NULL,BEGAR,NULL,NULL,EX
BLUMMV500A,PT,NULL,NULL,BEGDA,095,999,EX
LMLM500D,PT,NULL,NULL,BEKNI,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,BELGU,NULL,NULL,I
YX100A,PT,NULL,NULL,BELOB,NULL,NULL,I
LILI500A,PT,NULL,NULL,BELOK,225,305,EX
LILI500A,PT,NULL,NULL,BENUS,225,305,EX
UKOVLR501A,PT,NULL,NULL,BEPES,NULL,NULL,EX
LILI500A,PT,NULL,NULL,BEPMA,225,305,EX
LG100A,PT,NULL,NULL,BERAP,NULL,NULL,I
LILI500D,PT,NULL,NULL,BEROK,225,305,EX
LILI500D,PT,NULL,NULL,BEROL,225,305,EX
SECSI100A,PT,NULL,NULL,BERTA,NULL,NULL,I
LEEGGX500A,PT,NULL,NULL,BERUX,NULL,NULL,EX
LZLZ500A,PT,NULL,NULL,BERVA,135,245,EX
SEEFRA100A,PT,NULL,NULL,BERVA,NULL,NULL,I
NEBO500A,PT,NULL,NULL,BETMA,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,BETMA,NULL,NULL,I
LI100A,PT,NULL,NULL,BETMU,NULL,NULL,I
LILI500A,PT,NULL,NULL,BETMU,225,305,EX
SECLI500A,PT,NULL,NULL,BEVIS,NULL,NULL,EX
LPGMAC500A,PT,NULL,NULL,BEXAL,NULL,NULL,EX
BL100A,PT,NULL,NULL,BEZMI,NULL,NULL,I
EP100A,PT,NULL,NULL,BEZMI,NULL,NULL,I
LFBBLU500A,PT,NULL,NULL,BIDAC,NULL,NULL,EX
LI100A,PT,NULL,NULL,BIKTU,NULL,NULL,I
EDWEBL501A,PT,NULL,NULL,BILRA,NULL,NULL,EX
ESEDWE500A,PT,NULL,NULL,BILRA,NULL,NULL,EX
BLEDUN500A,PT,NULL,NULL,BINKA,NULL,NULL,EX
EDWEBL502A,PT,NULL,NULL,BINKA,NULL,NULL,EX
BL100A,PT,NULL,NULL,BINPO,NULL,NULL,I
LE100A,PT,NULL,NULL,BISES,NULL,NULL,I
LGSEC500A,PT,NULL,NULL,BITLA,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,BIVBU,NULL,NULL,I
BL100A,PT,NULL,NULL,BODLA,NULL,NULL,I
LB100A,PT,NULL,NULL,BODMO,NULL,NULL,I
LR100A,PT,NULL,NULL,BOKDO,175,245,I
EDUU100N,PT,NULL,NULL,BOLBO,NULL,NULL,I
LC100A,PT,NULL,NULL,BONEK,NULL,NULL,I
LI100A,PT,NULL,NULL,BORMI,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,BOSNA,NULL,NULL,EX
EDUELI500A,PT,NULL,NULL,BRENO,NULL,NULL,EX
LIEDMS500A,PT,NULL,NULL,BRENO,NULL,NULL,EX
LE100A,PT,NULL,NULL,BRIKE,NULL,NULL,I
LKLOLJ501A,PT,NULL,NULL,BUDEX,NULL,NULL,EX
LI100A,PT,NULL,NULL,BUDIN,NULL,NULL,I
LILI500A,PT,NULL,NULL,BUDIN,225,305,EX
LE100A,PT,NULL,NULL,BUDIT,NULL,NULL,I
LB100A,PT,NULL,NULL,BUFRA,NULL,NULL,I
LFBBLU500A,PT,NULL,NULL,BUGUS,NULL,NULL,EX
LILI500D,PT,NULL,NULL,BULAR,225,305,EX
LKLK501D,PT,NULL,NULL,BULEK,NULL,NULL,EX
LB100A,PT,NULL,NULL,BULEN,NULL,NULL,I
UKUK500D,PT,NULL,NULL,BULIG,065,275,EX
YXEDUN500A,PT,NULL,NULL,BUMIL,NULL,NULL,EX
LILI500D,PT,NULL,NULL,BUMOK,225,305,EX
UKODS100A,PT,NULL,NULL,BUNAG,275,999,I
EP100A,PT,NULL,NULL,BUNOS,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,BURJA,NULL,NULL,I
LRLU501A,PT,NULL,NULL,BUSES,NULL,NULL,EX
EGTTW100A,PT,NULL,NULL,CARWI,NULL,NULL,I
LE100A,PT,NULL,NULL,CASIM,NULL,NULL,I
LE100A,PT,NULL,NULL,COMPI,NULL,NULL,I
LR100A,PT,NULL,NULL,CONWI,NULL,NULL,I
YX100A,PT,NULL,NULL,CORIS,NULL,NULL,I
LR100A,PT,NULL,NULL,COZMU,NULL,NULL,I
LFRR100A,PT,NULL,NULL,CUDOF,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,DANKO,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,DANUL,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,DAWLY,NULL,NULL,I
LB100A,PT,NULL,NULL,DEDIN,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,DEDIN,NULL,NULL,I
LS100A,PT,NULL,NULL,DEGAD,NULL,NULL,I
UGUD100A,PT,NULL,NULL,DEKIT,NULL,NULL,I
BL100A,PT,NULL,NULL,DEKUT,NULL,NULL,I
LILI500A,PT,NULL,NULL,DELER,225,305,EX
LMLG500A,PT,NULL,NULL,DEMAG,NULL,NULL,EX
EKYX500A,PT,NULL,NULL,DEMIR,NULL,NULL,EX
LELPPC500A,PT,NULL,NULL,DEMOS,245,999,EX
LPPCLE500A,PT,NULL,NULL,DEMOS,245,999,EX
LRLROP500A,PT,NULL,NULL,DENAK,NULL,NULL,EX
LRLR500D,PT,NULL,NULL,DENUB,NULL,NULL,EX
LFBBLU500A,PT,NULL,NULL,DEPOM,NULL,NULL,EX
GCGC500A,PT,NULL,NULL,DEREV,NULL,NULL,EX
EDUU100E,PT,NULL,NULL,DESAR,NULL,NULL,I
EPLK500A,PT,NULL,NULL,DESEN,NULL,NULL,EX
EPLK501A,PT,NULL,NULL,DESEN,NULL,NULL,EX
LILI500A,PT,NULL,NULL,DESIP,225,305,EX
EP100A,PT,NULL,NULL,DEVEL,NULL,NULL,I
LI100A,PT,NULL,NULL,DEVOX,NULL,NULL,I
EDLOLJ500A,PT,NULL,NULL,DEXIT,NULL,NULL,EX
SECEDU501A,PT,NULL,NULL,DEXIT,NULL,NULL,EX
UMUK500A,PT,NULL,NULL,DIBON,275,999,EX
DUEDUN500A,PT,NULL,NULL,DIDGI,NULL,NULL,EX
EDUU100N,PT,NULL,NULL,DIDGI,NULL,NULL,I
UKUK500A,PT,NULL,NULL,DIFOX,075,275,EX
UKUK500D,PT,NULL,NULL,DIFOX,065,275,EX
LILI500A,PT,NULL,NULL,DIKEM,225,305,EX
LE100A,PT,NULL,NULL,DIKUT,NULL,NULL,I
LI100A,PT,NULL,NULL,DILEB,NULL,NULL,I
LILI500D,PT,NULL,NULL,DILIN,165,305,EX
LBLB500A,PT,NULL,NULL,DILVO,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,DILVO,NULL,NULL,I
LHSEC500A,PT,NULL,NULL,DIMLO,NULL,NULL,EX
LMLM500A,PT,NULL,NULL,DINUX,NULL,NULL,EX
EPUK501A,PT,NULL,NULL,DIODA,NULL,NULL,EX
LILI500D,PT,NULL,NULL,DIPOK,225,305,EX
LILI500D,PT,NULL,NULL,DIRAB,225,305,EX
LRLRCK500A,PT,NULL,NULL,DIRAL,NULL,NULL,EX
LILI500D,PT,NULL,NULL,DIRED,225,305,EX
LRLY501A,PT,NULL,NULL,DIRER,NULL,NULL,EX
LFNSW500A,PT,NULL,NULL,DISAK,195,999,EX
UGUDUB500A,PT,NULL,NULL,DISKA,NULL,NULL,EX
LE100A,PT,NULL,NULL,DISKO,NULL,NULL,I
SECSI100A,PT,NULL,NULL,DITAN,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,DITEB,NULL,NULL,I
SECSEC500D,PT,NULL,NULL,DIXUM,NULL,NULL,EX
LU100A,PT,NULL,NULL,DOBOK,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,DOBOT,NULL,NULL,EX
SECSEC500D,PT,NULL,NULL,DOBOT,NULL,NULL,EX
EGGXEI500A,PT,NULL,NULL,DOGAL,NULL,NULL,EX
EIEGGX500A,PT,NULL,NULL,DOGAL,NULL,NULL,EX
BLNE500A,PT,NULL,NULL,DOKOT,NULL,NULL,EX
LRCLLR500A,PT,NULL,NULL,DOKUD,NULL,NULL,EX
LRLR500A,PT,NULL,NULL,DOKUD,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,DOLEX,NULL,NULL,I
EGLFRW501A,PT,NULL,NULL,DOLUR,NULL,NULL,EX
LK100A,PT,NULL,NULL,DONAD,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,DONAD,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,DONIV,NULL,NULL,EX
LILI500D,PT,NULL,NULL,DORAV,225,305,EX
LELE500A,PT,NULL,NULL,DOSEK,NULL,NULL,EX
LELE500D,PT,NULL,NULL,DOSEK,NULL,NULL,EX
UK100A,PT,NULL,NULL,DOTEL,NULL,NULL,I
BLEY500A,PT,NULL,NULL,DUKAT,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,DUZOC,NULL,NULL,I
EDWW100E,PT,NULL,NULL,EBASA,NULL,NULL,I
LGLG500D,PT,NULL,NULL,EBOKA,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,EBORO,NULL,NULL,I
EY100A,PT,NULL,NULL,EBUKA,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,ECCIT,NULL,NULL,I
LZLZ500A,PT,NULL,NULL,EDEMU,135,245,EX
LRLR500A,PT,NULL,NULL,EDETA,NULL,NULL,EX
LILI500A,PT,NULL,NULL,EKLAP,225,305,EX
LMLM500A,PT,NULL,NULL,EKOLA,NULL,NULL,EX
LILI500A,PT,NULL,NULL,EKPIS,225,305,EX
LBLB500A,PT,NULL,NULL,EKSOL,NULL,NULL,EX
EDUU100E,PT,NULL,NULL,EKSOS,NULL,NULL,I
LILI500D,PT,NULL,NULL,EKTOL,225,305,EX
LFRR100A,PT,NULL,NULL,EKVEB,195,999,I
EGPX100A,PT,NULL,NULL,ELBOB,NULL,NULL,I
EGPXEI501A,PT,NULL,NULL,ELBOB,NULL,NULL,EX
EGPXEG500A,PT,NULL,NULL,ELBUS,NULL,NULL,EX
SECSEC500A,PT,NULL,NULL,ELGEB,NULL,NULL,EX
EP100A,PT,NULL,NULL,ELGOX,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,ELKUL,NULL,NULL,I
LK100A,PT,NULL,NULL,ELMEK,NULL,NULL,I
EDUU100E,PT,NULL,NULL,ELMEM,NULL,NULL,I
LGLG500A,PT,NULL,NULL,ELPIS,NULL,NULL,EX
LGLG500D,PT,NULL,NULL,ELPIS,NULL,NULL,EX
BL100A,PT,NULL,NULL,ELPOL,NULL,NULL,I
LE100A,PT,NULL,NULL,ELROT,NULL,NULL,I
UGUDUB500A,PT,NULL,NULL,ELSIV,NULL,NULL,EX
YX100A,PT,NULL,NULL,ELSOB,NULL,NULL,I
EP100A,PT,NULL,NULL,ELTUB,NULL,NULL,I
EP100A,PT,NULL,NULL,EMBIK,NULL,NULL,I
DUNDME500A,PT,NULL,NULL,EMBOX,NULL,NULL,EX
EDUU100N,PT,NULL,NULL,EMBOX,NULL,NULL,I
EDWDME500A,PT,NULL,NULL,EMBOX,NULL,NULL,EX
LC100A,PT,NULL,NULL,EMEDA,NULL,NULL,I
LM100A,PT,NULL,NULL,EMLAR,NULL,NULL,I
LFMLS500A,PT,NULL,NULL,EMMEF,NULL,NULL,EX
EIEGTT500A,PT,NULL,NULL,ENDEQ,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,ENFAR,NULL,NULL,I
EGEGTW500A,PT,NULL,NULL,ENHAQ,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,ENIMA,NULL,NULL,I
LILI500D,PT,NULL,NULL,ENOBA,225,305,EX
LILI500A,PT,NULL,NULL,ENSOT,225,305,EX
SEEFRA100A,PT,NULL,NULL,EPARI,NULL,NULL,I
BL100A,PT,NULL,NULL,EPOPA,NULL,NULL,I
SECLG500A,PT,NULL,NULL,ERANA,NULL,NULL,EX
LRUK500A,PT,NULL,NULL,ERBIZ,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,ERGOM,NULL,NULL,I
EDLOLJ500A,PT,NULL,NULL,ERKIR,NULL,NULL,EX
EDUSEC500A,PT,NULL,NULL,ERKIR,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,ERKOR,NULL,NULL,I
SEEUK500A,PT,NULL,NULL,EROMO,NULL,NULL,EX
LILI500D,PT,NULL,NULL,ERPEM,225,305,EX
LFRR100A,PT,NULL,NULL,ERPOM,195,999,I
EDMSEC500A,PT,NULL,NULL,ESEGA,NULL,NULL,EX
LFMMBB500A,PT,NULL,NULL,ESIDA,195,999,EX
EDAEDA500H,PT,NULL,NULL,ESIKA,NULL,NULL,EX
LE100A,PT,NULL,NULL,ESILA,NULL,NULL,I
LG100A,PT,NULL,NULL,ESOPO,NULL,NULL,I
EDUU100W,PT,NULL,NULL,ETAGO,NULL,NULL,I
BL100A,PT,NULL,NULL,ETEDI,NULL,NULL,I
EP100A,PT,NULL,NULL,ETEDI,NULL,NULL,I
LFBB100A,PT,NULL,NULL,ETENU,NULL,NULL,I
BL100A,PT,NULL,NULL,ETITI,NULL,NULL,I
LE100A,PT,NULL,NULL,ETURA,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,EVAKI,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,EVANI,NULL,NULL,I
LI100A,PT,NULL,NULL,EVANO,NULL,NULL,I
YX100A,PT,NULL,NULL,EVELI,NULL,NULL,I
BL100A,PT,NULL,NULL,EVGAG,NULL,NULL,I
EP100A,PT,NULL,NULL,EVGUR,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,EVIKA,NULL,NULL,I
BL100A,PT,NULL,NULL,EVINA,NULL,NULL,I
LILI500D,PT,NULL,NULL,EVINO,225,305,EX
LMLM500A,PT,NULL,NULL,EVLIB,NULL,NULL,EX
EIEGTT501A,PT,NULL,NULL,EVRIN,NULL,NULL,EX
EIEGTT502A,PT,NULL,NULL,EVRIN,NULL,NULL,EX
EGEGPX500A,PT,NULL,NULL,EVTAR,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,FAHAZ,NULL,NULL,I
EGPX100A,PT,NULL,NULL,FINDO,NULL,NULL,I
LFBBLU500A,PT,NULL,NULL,FISTO,NULL,NULL,EX
EY100A,PT,NULL,NULL,FONAS,NULL,NULL,I
LOLJPZ500A,PT,NULL,NULL,FORJO,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,GAJPA,NULL,NULL,I
EDUU100E,PT,NULL,NULL,GALMA,NULL,NULL,I
LFRRLU500A,PT,NULL,NULL,GALOF,NULL,NULL,EX
LFRRWE500A,PT,NULL,NULL,GALOF,195,999,EX
LR100A,PT,NULL,NULL,GANNA,NULL,NULL,I
EGTTW100A,PT,NULL,NULL,GAPLI,NULL,NULL,I
LB100A,PT,NULL,NULL,GAPVO,NULL,NULL,I
EDWEYX500A,PT,NULL,NULL,GARLU,NULL,NULL,EX
YXEDUN500A,PT,NULL,NULL,GARLU,NULL,NULL,EX
LGLG500D,PT,NULL,NULL,GARTA,NULL,NULL,EX
DUWDUE501A,PT,NULL,NULL,GASKA,NULL,NULL,EX
LBLB500A,PT,NULL,NULL,GASRU,NULL,NULL,EX
LFBB100A,PT,NULL,NULL,GAUDE,NULL,NULL,I
LG100A,PT,NULL,NULL,GAVDO,NULL,NULL,I
BL100A,PT,NULL,NULL,GAVDU,NULL,NULL,I
LILI500D,PT,NULL,NULL,GAVRA,225,305,EX
EDLOLJ501A,PT,NULL,NULL,GEDSO,NULL,NULL,EX
SECEDU500A,PT,NULL,NULL,GEDSO,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,GEGNU,NULL,NULL,I
LFMLS500A,PT,NULL,NULL,GEMLA,NULL,NULL,EX
LILI500D,PT,NULL,NULL,GENGI,225,305,EX
LC100A,PT,NULL,NULL,GENOS,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,GENVU,NULL,NULL,I
LILI500A,PT,NULL,NULL,GERBU,225,305,EX
LGLG500D,PT,NULL,NULL,GERMI,NULL,NULL,EX
LI100A,PT,NULL,NULL,GERMO,NULL,NULL,I
EP100A,PT,NULL,NULL,GERVI,NULL,NULL,I
LILI500A,PT,NULL,NULL,GIANO,155,305,EX
LFMLS500A,PT,NULL,NULL,GIGUS,NULL,NULL,EX
LI100A,PT,NULL,NULL,GIKIN,NULL,NULL,I
LILI500D,PT,NULL,NULL,GIKIN,225,305,EX
NEBO500A,PT,NULL,NULL,GIKOR,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,GIKUN,NULL,NULL,I
SECSEC500D,PT,NULL,NULL,GILUK,NULL,NULL,EX
BL100A,PT,NULL,NULL,GILUT,NULL,NULL,I
LI100A,PT,NULL,NULL,GIMEL,NULL,NULL,I
YXEK500A,PT,NULL,NULL,GIMRU,NULL,NULL,EX
UGDUGD500A,PT,NULL,NULL,GIMUR,NULL,NULL,EX
YX100A,PT,NULL,NULL,GIPDO,NULL,NULL,I
LI100A,PT,NULL,NULL,GIPUK,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,GIRDA,NULL,NULL,EX
LELFBB500A,PT,NULL,NULL,GIROM,195,999,EX
BL100A,PT,NULL,NULL,GIRUZ,NULL,NULL,I
LFYX500A,PT,NULL,NULL,GIRVI,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,GITER,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,GIVON,NULL,NULL,I
UKUKOV500A,PT,NULL,NULL,GIZOT,275,999,EX
LE100A,PT,NULL,NULL,GODIV,NULL,NULL,I
BL100A,PT,NULL,NULL,GODLO,NULL,NULL,I
YXEG500A,PT,NULL,NULL,GODOS,NULL,NULL,EX
SEEFRA100A,PT,NULL,NULL,GOGAR,NULL,NULL,I
EP100A,PT,NULL,NULL,GOGUS,NULL,NULL,I
BLUMKK500A,PT,NULL,NULL,GOLAD,095,999,EX
EPUMKK500A,PT,NULL,NULL,GOLAD,095,999,EX
LILI500D,PT,NULL,NULL,GOLAS,225,305,EX
EDUU100E,PT,NULL,NULL,GOMIG,NULL,NULL,I
LE100A,PT,NULL,NULL,GONZA,NULL,NULL,I
UK100A,PT,NULL,NULL,GORKU,NULL,NULL,I
UK100A,PT,NULL,NULL,GOROS,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,GORPA,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,GORPA,NULL,NULL,I
BL100A,PT,NULL,NULL,GOSAK,NULL,NULL,I
LILI500A,PT,NULL,NULL,GOSEB,225,305,EX
LILI500D,PT,NULL,NULL,GOSEB,225,305,EX
LBLB500A,PT,NULL,NULL,GOSLO,NULL,NULL,EX
LE100A,PT,NULL,NULL,GOSOS,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,GOSTI,NULL,NULL,EX
UK100A,PT,NULL,NULL,GOTAP,NULL,NULL,I
BLUK501A,PT,NULL,NULL,GOTIX,NULL,NULL,EX
EPUK501A,PT,NULL,NULL,GOTIX,NULL,NULL,EX
LI100A,PT,NULL,NULL,GOTMO,NULL,NULL,I
BLEDWE501A,PT,NULL,NULL,GOVEN,NULL,NULL,EX
EDWEBL502A,PT,NULL,NULL,GOVEN,NULL,NULL,EX
EDWEEP500A,PT,NULL,NULL,GOVEN,NULL,NULL,EX
EPEDWE501A,PT,NULL,NULL,GOVEN,NULL,NULL,EX
LE100A,PT,NULL,NULL,GRAUS,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,GUBOK,NULL,NULL,EX
SECSEC500D,PT,NULL,NULL,GUBOK,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,GUBOK,NULL,NULL,I
LG100A,PT,NULL,NULL,GUDIS,NULL,NULL,I
LPPOLP500A,PT,NULL,NULL,GUNTI,245,999,EX
LR100A,PT,NULL,NULL,GUPRO,175,245,I
URUGUD500A,PT,NULL,NULL,GUSLI,NULL,NULL,EX
LRLR500D,PT,NULL,NULL,GUXVA,NULL,NULL,EX
YX100A,PT,NULL,NULL,HELEN,NULL,NULL,I
NEFRAX100A,PT,NULL,NULL,HOCCA,NULL,NULL,I
UKOUKO500A,PT,NULL,NULL,HONFA,065,275,EX
LR100A,PT,NULL,NULL,HUMOR,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,HUMOR,NULL,NULL,I
SECSI100A,PT,NULL,NULL,HUMZA,NULL,NULL,I
DUWDUE500A,PT,NULL,NULL,IBAGA,NULL,NULL,EX
UG100A,PT,NULL,NULL,IBERI,NULL,NULL,I
UGUD100A,PT,NULL,NULL,IBERI,NULL,NULL,I
SECSI100A,PT,NULL,NULL,IBISI,NULL,NULL,I
GMAC100A,PT,NULL,NULL,IBLIV,NULL,NULL,I
LILI500A,PT,NULL,NULL,IBRID,225,305,EX
LILI500D,PT,NULL,NULL,IBRID,225,305,EX
EIEGN500A,PT,NULL,NULL,IBROD,NULL,NULL,EX
LILI500D,PT,NULL,NULL,IBROS,225,305,EX
LILI500A,PT,NULL,NULL,IBUGO,225,305,EX
LILI500D,PT,NULL,NULL,IBUPU,225,305,EX
SECSEC500A,PT,NULL,NULL,IDASI,NULL,NULL,EX
SECSI100A,PT,NULL,NULL,IDASI,NULL,NULL,I
BL100A,PT,NULL,NULL,IDEXU,NULL,NULL,I
UGDUGD500A,PT,NULL,NULL,IDLER,NULL,NULL,EX
URUG500A,PT,NULL,NULL,IDLER,NULL,NULL,EX
YX100A,PT,NULL,NULL,IGREF,NULL,NULL,I
BL100A,PT,NULL,NULL,IKAMU,NULL,NULL,I
BLEY500A,PT,NULL,NULL,IKAMU,NULL,NULL,EX
EYEY500A,PT,NULL,NULL,IKAMU,NULL,NULL,EX
EYEY500D,PT,NULL,NULL,IKAMU,NULL,NULL,EX
LFRR100A,PT,NULL,NULL,ILECO,NULL,NULL,I
EGPX100A,PT,NULL,NULL,INBAS,NULL,NULL,I
SEEFRA100A,PT,NULL,NULL,INBID,NULL,NULL,I
LFRR100A,PT,NULL,NULL,INCEF,195,999,I
LILI500A,PT,NULL,NULL,INKIM,225,305,EX
LMLM500A,PT,NULL,NULL,INKOP,NULL,NULL,EX
EIDWEI500A,PT,NULL,NULL,INKUR,NULL,NULL,EX
LULU500A,PT,NULL,NULL,INROG,NULL,NULL,EX
UKLU500A,PT,NULL,NULL,INROG,NULL,NULL,EX
LILI500A,PT,NULL,NULL,IPDAB,225,305,EX
SECSEC500D,PT,NULL,NULL,IPKIS,NULL,NULL,EX
BLUMKK500A,PT,NULL,NULL,IPLIT,285,999,EX
LI100A,PT,NULL,NULL,IPROM,NULL,NULL,I
LILI500A,PT,NULL,NULL,IRBAK,225,305,EX
EDUU100E,PT,NULL,NULL,IRBIR,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,IRDIV,NULL,NULL,EX
LBLB500A,PT,NULL,NULL,IRDUM,NULL,NULL,EX
LC100A,PT,NULL,NULL,IREFA,NULL,NULL,I
EYBL500A,PT,NULL,NULL,IRKAL,NULL,NULL,EX
EYEY500A,PT,NULL,NULL,IRKAL,NULL,NULL,EX
UGDUGD500A,PT,NULL,NULL,IRLAN,NULL,NULL,EX
LRCLLR500A,PT,NULL,NULL,IRLOX,NULL,NULL,EX
LI100A,PT,NULL,NULL,ISKIA,NULL,NULL,I
LILI500A,PT,NULL,NULL,ISKIA,225,305,EX
LILI500A,PT,NULL,NULL,IVLOX,225,305,EX
LILI500D,PT,NULL,NULL,IVORY,225,305,EX
LILI500A,PT,NULL,NULL,IXITO,225,305,EX
EP100A,PT,NULL,NULL,IXIXI,NULL,NULL,I
LR100A,PT,NULL,NULL,IXUBA,175,245,I
LILI500A,PT,NULL,NULL,JESSY,225,305,EX
EGTWEG500A,PT,NULL,NULL,KAMJU,NULL,NULL,EX
LE100A,PT,NULL,NULL,KAMPO,NULL,NULL,I
LILI500A,PT,NULL,NULL,KAPPO,225,305,EX
LHLR555Y,PT,NULL,NULL,KARIL,NULL,NULL,EX
LRLR500A,PT,NULL,NULL,KARIL,NULL,NULL,EX
LILI500A,PT,NULL,NULL,KATAR,225,305,EX
LK100A,PT,NULL,NULL,KATQA,NULL,NULL,I
LCLG501A,PT,NULL,NULL,KAVOS,NULL,NULL,EX
NEBL500A,PT,NULL,NULL,KEDUX,NULL,NULL,EX
BL100A,PT,NULL,NULL,KEFIR,NULL,NULL,I
LZNLH500A,PT,NULL,NULL,KEKED,NULL,NULL,EX
NEUU500A,PT,NULL,NULL,KELEK,NULL,NULL,EX
LZBL500A,PT,NULL,NULL,KELEL,NULL,NULL,EX
EGPXEG500A,PT,NULL,NULL,KELLY,NULL,NULL,EX
NEFRAX100A,PT,NULL,NULL,KEMET,NULL,NULL,I
LE100A,PT,NULL,NULL,KENAS,NULL,NULL,I
SECSEC500A,PT,NULL,NULL,KENEM,NULL,NULL,EX
LHLZN500A,PT,NULL,NULL,KENIN,NULL,NULL,EX
LFRRUL500A,PT,NULL,NULL,KEREB,NULL,NULL,EX
LCLL500A,PT,NULL,NULL,KEREN,NULL,NULL,EX
LILI500A,PT,NULL,NULL,KERON,225,305,EX
LHLDLY500A,PT,NULL,NULL,KEROP,NULL,NULL,EX
LKED500A,PT,NULL,NULL,KILNU,NULL,NULL,EX
LULR500A,PT,NULL,NULL,KODRU,NULL,NULL,EX
LS100A,PT,NULL,NULL,KOGAS,NULL,NULL,I
EDAEDA500E,PT,NULL,NULL,KOGIM,NULL,NULL,EX
EDUU100N,PT,NULL,NULL,KOGIM,NULL,NULL,I
NEUU500A,PT,NULL,NULL,KOKAT,NULL,NULL,EX
UKUK500D,PT,NULL,NULL,KOKUP,055,275,EX
LH100A,PT,NULL,NULL,KOLUM,NULL,NULL,I
DUEDUW500A,PT,NULL,NULL,KOMIB,NULL,NULL,EX
EDMDUW500A,PT,NULL,NULL,KOMIB,NULL,NULL,EX
EDUU100E,PT,NULL,NULL,KONIN,NULL,NULL,I
LGLG500D,PT,NULL,NULL,KOPAR,NULL,NULL,EX
LFRR100A,PT,NULL,NULL,KOPIP,195,999,I
LE100A,PT,NULL,NULL,KOPOM,NULL,NULL,I
UKUKOV500A,PT,NULL,NULL,KOREG,275,999,EX
LFRRUL500A,PT,NULL,NULL,KORER,NULL,NULL,EX
LG100A,PT,NULL,NULL,KOROS,NULL,NULL,I
BLEDUE500A,PT,NULL,NULL,KORUP,NULL,NULL,EX
LMLM500D,PT,NULL,NULL,KOSET,NULL,NULL,EX
BL100A,PT,NULL,NULL,KOTEK,NULL,NULL,I
LFBB100A,PT,NULL,NULL,KOTIS,NULL,NULL,I
UKUK500A,PT,NULL,NULL,KOVUS,075,275,EX
LI100A,PT,NULL,NULL,KOXUD,NULL,NULL,I
SECSI100A,PT,NULL,NULL,KRATO,NULL,NULL,I
UUUK500A,PT,NULL,NULL,KUBOK,275,999,EX
